# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:08Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.357064
# timer_overhead_ns=8.57
# profile=hardened metadata_bytes=24
# counters=on
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
churn,mars,11,400000,79576522,5026608.2,141.0,120.0,357.1,605.6,172872.7,8.57,3361431,3380320,512,99.44,36.9,0,67108864,20260820
churn,system,1,400000,18163651,22022004.3,15.0,8.2,165.7,422.8,55995.5,8.57,0,0,0,0.00,0.0,0,67108864,20260810
churn,system,2,400000,16744108,23889000.2,14.3,7.9,158.5,417.1,64116.6,8.57,0,0,0,0.00,0.0,0,67108864,20260811
churn,system,3,400000,16101943,24841722.5,13.9,7.5,154.3,382.8,71425.0,8.57,0,0,0,0.00,0.0,0,67108864,20260812
churn,system,4,400000,19929393,20070857.2,18.2,9.6,191.4,511.3,70499.1,8.57,0,0,0,0.00,0.0,0,67108864,20260813
churn,system,5,400000,17602157,22724487.7,13.6,8.2,153.5,388.5,45166.1,8.57,0,0,0,0.00,0.0,0,67108864,20260814
churn,system,6,400000,16447183,24320274.2,14.3,8.2,152.8,371.3,87630.7,8.57,0,0,0,0.00,0.0,0,67108864,20260815
churn,system,7,400000,19463789,20550983.2,18.2,10.0,187.1,494.2,107899.9,8.57,0,0,0,0.00,0.0,0,67108864,20260816
churn,system,8,400000,18847518,21222953.6,15.7,8.9,171.4,457.0,57128.2,8.57,0,0,0,0.00,0.0,0,67108864,20260817
churn,system,9,400000,16273786,24579406.4,13.9,8.2,155.7,374.2,44362.4,8.57,0,0,0,0.00,0.0,0,67108864,20260818
churn,system,10,400000,18848123,21222272.4,17.9,11.1,185.7,477.0,99819.5,8.57,0,0,0,0.00,0.0,0,67108864,20260819
churn,system,11,400000,16889563,23683265.2,15.0,8.6,165.7,402.8,19937.4,8.57,0,0,0,0.00,0.0,0,67108864,20260820
realloc_grow,mars,1,200001,56550255,3536694.9,226.0,171.4,428.5,859.8,247077.5,8.57,1005308,1005344,1,100.00,36.0,0,67108864,20260810
