# cpu=11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz
# kernel=Linux 6.6.87.2-microsoft-standard-WSL2
# compiler=gcc 11.4.0
# date=2026-08-25T08:31:29Z
# git_sha=8a43db6
# tsc_usable=1 tsc_flags_known=1 ns_per_tick=0.356900
# timer_overhead_ns=9.28
# profile=hardened metadata_bytes=24
# counters=off
# lock=arena
workload,allocator,rep,ops,ns_total,ops_per_sec,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,timer_overhead_ns,peak_payload_bytes,peak_block_bytes,peak_blocks,util_pct,meta_bytes_per_alloc,quarantined,arena_bytes,seed
random_size,system,3,400000,22701223,17620196.1,27.8,10.0,110.6,1783.8,99639.1,9.28,0,0,0,0.00,0.0,0,67108864,20260812
random_size,system,4,400000,24338610,16434792.3,30.7,10.7,111.4,1795.2,87049.1,9.28,0,0,0,0.00,0.0,0,67108864,20260813
random_size,system,5,400000,21270452,18805430.2,25.7,10.0,102.8,1041.4,109516.3,9.28,0,0,0,0.00,0.0,0,67108864,20260814
random_size,system,6,400000,22505178,17773687.5,27.1,10.4,106.4,678.8,121072.4,9.28,0,0,0,0.00,0.0,0,67108864,20260815
random_size,system,7,400000,21876995,18284046.8,25.0,10.0,92.1,1104.2,70714.8,9.28,0,0,0,0.00,0.0,0,67108864,20260816
random_size,system,8,400000,24422758,16378166.6,30.7,11.4,110.6,1064.3,87948.8,9.28,0,0,0,0.00,0.0,0,67108864,20260817
random_size,system,9,400000,21032877,19017845.3,25.0,10.0,94.2,510.4,136303.8,9.28,0,0,0,0.00,0.0,0,67108864,20260818
random_size,system,10,400000,23275649,17185342.5,28.2,10.7,107.1,470.4,107794.2,9.28,0,0,0,0.00,0.0,0,67108864,20260819
random_size,system,11,400000,21845235,18310629.3,26.1,10.4,93.5,510.4,124361.9,9.28,0,0,0,0.00,0.0,0,67108864,20260820
churn,mars,1,400000,70820872,5648052.5,122.8,104.2,299.1,558.9,149915.3,9.28,0,0,0,0.00,0.0,0,67108864,20260810
churn,mars,2,400000,70579537,5667365.0,122.4,104.9,284.8,547.5,131761.2,9.28,0,0,0,0.00,0.0,0,67108864,20260811
churn,mars,3,400000,105358605,3796557.5,187.4,152.8,404.7,1064.3,544965.7,9.28,0,0,0,0.00,0.0,0,67108864,20260812
churn,mars,4,400000,72411371,5523994.3,120.6,107.8,272.0,538.9,115821.6,9.28,0,0,0,0.00,0.0,0,67108864,20260813
churn,mars,5,400000,67219683,5950638.0,112.1,101.4,243.4,484.7,166173.9,9.28,0,0,0,0.00,0.0,0,67108864,20260814
churn,mars,6,400000,63415113,6307644.7,107.4,97.1,222.0,501.8,91767.6,9.28,0,0,0,0.00,0.0,0,67108864,20260815
churn,mars,7,400000,73411915,5448706.8,123.1,109.2,263.4,558.9,98941.3,9.28,0,0,0,0.00,0.0,0,67108864,20260816
churn,mars,8,400000,72566153,5512211.7,120.3,109.9,240.6,516.1,80021.0,9.28,0,0,0,0.00,0.0,0,67108864,20260817
churn,mars,9,400000,67648738,5912896.7,113.1,100.6,244.8,561.8,460851.1,9.28,0,0,0,0.00,0.0,0,67108864,20260818
churn,mars,10,400000,65863967,6073123.4,109.6,98.5,237.7,516.1,50377.2,9.28,0,0,0,0.00,0.0,0,67108864,20260819
churn,mars,11,400000,61302933,6524973.3,103.1,93.5,206.3,527.5,192000.9,9.28,0,0,0,0.00,0.0,0,67108864,20260820
churn,system,1,400000,16727240,23913090.3,12.1,6.1,147.0,387.6,56410.6,9.28,0,0,0,0.00,0.0,0,67108864,20260810
churn,system,2,400000,14926897,26797264.0,10.7,6.1,136.3,333.3,45575.1,9.28,0,0,0,0.00,0.0,0,67108864,20260811
churn,system,3,400000,16796788,23814076.8,11.8,6.1,144.2,356.2,68802.9,9.28,0,0,0,0.00,0.0,0,67108864,20260812
churn,system,4,400000,17392442,22998495.6,12.5,6.8,150.6,376.2,73713.8,9.28,0,0,0,0.00,0.0,0,67108864,20260813
churn,system,5,400000,15673532,25520731.4,11.8,6.8,142.8,349.0,43879.8,9.28,0,0,0,0.00,0.0,0,67108864,20260814
churn,system,6,400000,16526919,24202938.2,11.1,6.1,140.6,351.9,13377.3,9.28,0,0,0,0.00,0.0,0,67108864,20260815
churn,system,7,400000,16396794,24395012.8,12.8,6.8,152.0,379.0,77624.4,9.28,0,0,0,0.00,0.0,0,67108864,20260816
churn,system,8,400000,15995044,25007746.1,12.5,6.8,148.5,367.6,58051.3,9.28,0,0,0,0.00,0.0,0,67108864,20260817
churn,system,9,400000,15868543,25207103.1,12.5,6.8,146.3,351.9,61549.2,9.28,0,0,0,0.00,0.0,0,67108864,20260818
churn,system,10,400000,16973093,23566712.3,12.5,6.8,151.3,381.9,22146.7,9.28,0,0,0,0.00,0.0,0,67108864,20260819
churn,system,11,400000,15566544,25696134.0,12.1,6.8,144.2,340.5,62309.8,9.28,0,0,0,0.00,0.0,0,67108864,20260820
realloc_grow,mars,1,200001,41076941,4868936.1,151.3,137.8,307.6,513.2,68270.4,9.28,0,0,0,0.00,0.0,0,67108864,20260810
realloc_grow,mars,2,200001,38365177,5213086.9,140.6,127.8,307.6,533.2,300862.0,9.28,0,0,0,0.00,0.0,0,67108864,20260811
realloc_grow,mars,3,200001,51434347,3888471.6,193.8,149.2,356.2,710.2,171791.8,9.28,0,0,0,0.00,0.0,0,67108864,20260812
realloc_grow,mars,4,200001,59074193,3385590.0,231.3,186.3,421.9,858.7,469788.6,9.28,0,0,0,0.00,0.0,0,67108864,20260813
realloc_grow,mars,5,200001,89350326,2238391.4,333.0,217.7,419.0,795.9,8271433.1,9.28,0,0,0,0.00,0.0,0,67108864,20260814
realloc_grow,mars,6,200001,42773167,4675852.0,157.0,160.6,293.4,501.8,49294.7,9.28,0,0,0,0.00,0.0,0,67108864,20260815
